,Date,Quality Level,AQI,AQI Rank in China,PM2.5,PM10,SO2,NO2,CO,O3,Weather Condition,Temperature,Wind Force and Wind Direction
1821,2019-04-28,良,64,276,46,24,2,22,0.47,61,多云/多云,9℃/18℃,南风3-4级/南风3-4级
1822,2019-04-29,轻度污染,135,359,101,48,2,34,0.84,68,多云/多云,13℃/23℃,西南风3-4级/西南风3-4级
1823,2019-04-30,良,94,307,38,100,1,23,0.41,67,多云/多云,12℃/24℃,北风4-5级/北风4-5级
1824,2019-05-01,优,42,64,12,36,2,25,0.26,71,晴/晴,10℃/28℃,西南风3-4级/西南风3-4级
1825,2019-05-02,良,59,129,22,57,2,35,0.34,82,晴/多云,14℃/29℃,西南风3-4级/西南风3-4级
1826,2019-05-03,良,82,287,50,91,6,42,0.57,97,多云/多云,16℃/28℃,南风3-4级/南风3-4级
1827,2019-05-04,良,90,321,49,86,6,27,0.5,122,小雨/阴,16℃/28℃,南风1-2级/南风1-2级
1828,2019-05-05,良,56,156,21,54,1,14,0.24,81,晴/晴,10℃/23℃,北风4-5级/北风4-5级
1829,2019-05-06,优,43,115,17,37,2,23,0.28,73,晴/晴,10℃/25℃,西南风3-4级/西南风3-4级
1830,2019-05-07,良,52,163,22,50,2,30,0.3,76,晴/多云,14℃/28℃,西南风3-4级/西南风3-4级
1831,2019-05-08,良,68,276,43,82,4,43,0.47,70,多云/多云,13℃/25℃,东北风1-2级/东北风1-2级
1832,2019-05-09,良,66,215,37,67,2,36,0.46,83,晴/多云,14℃/30℃,西南风1-2级/西南风1-2级
1833,2019-05-10,良,94,306,51,99,5,46,0.64,97,多云/多云,14℃/30℃,南风3-4级/南风3-4级
1834,2019-05-11,轻度污染,117,346,70,99,5,38,0.84,123,多云/多云,14℃/29℃,西南风1-2级/西南风1-2级
1835,2019-05-12,中度污染,166,319,87,178,4,26,0.82,80,雷阵雨/晴,11℃/25℃,北风3-4级/北风3-4级
1836,2019-05-13,良,58,130,18,66,2,19,0.27,72,晴/晴,12℃/26℃,西南风3-4级/西南风3-4级
1837,2019-05-14,良,85,248,52,116,6,44,0.6,92,多云/多云,16℃/29℃,南风1-2级/南风1-2级
1838,2019-05-15,轻度污染,133,340,94,208,8,48,1.09,117,雷阵雨/多云,16℃/28℃,西南风3-4级/西南风3-4级
1839,2019-05-16,轻度污染,111,320,68,138,3,36,0.74,121,晴/晴,19℃/32℃,西南风3-4级/西南风3-4级
1840,2019-05-17,轻度污染,124,356,83,122,2,33,0.87,105,多云/阴,20℃/31℃,东南风3-4级/东南风3-4级
1841,2019-05-18,良,56,216,36,48,2,25,0.61,58,小雨/小雨,18℃/27℃,东南风3-4级/东南风3-4级
1842,2019-05-19,良,64,228,30,67,2,14,0.34,66,多云/晴,13℃/27℃,西北风4-5级/西北风4-5级
1843,2019-05-20,优,48,111,12,46,1,15,0.25,73,晴/晴,13℃/26℃,西北风4-5级/西北风4-5级
1844,2019-05-21,优,44,56,12,37,1,32,0.33,68,晴/晴,14℃/32℃,西北风3-4级/西北风3-4级
1845,2019-05-22,良,58,113,19,55,1,48,0.51,74,晴/晴,17℃/35℃,西南风3-4级/西南风3-4级
1846,2019-05-23,轻度污染,105,313,26,68,3,43,0.58,152,晴/多云,21℃/37℃,南风3-4级/南风3-4级
1847,2019-05-24,良,99,307,44,107,5,51,0.72,123,多云/多云,21℃/35℃,南风3-4级/南风3-4级
1848,2019-05-25,轻度污染,115,332,47,111,5,40,0.67,144,多云/雷阵雨,22℃/35℃,南风3-4级/南风3-4级
1849,2019-05-26,良,65,269,36,62,3,24,0.83,75,小雨/多云,17℃/26℃,北风3-4级/北风3-4级
1850,2019-05-27,优,44,129,5,13,2,10,0.19,83,晴/晴,14℃/29℃,北风4-5级/北风4-5级
1851,2019-05-28,优,46,150,11,33,2,29,0.29,80,晴/晴,16℃/32℃,西南风3-4级/西南风3-4级
1852,2019-05-29,良,74,300,20,49,2,32,0.38,120,晴/多云,22℃/33℃,南风1-2级/南风1-2级
1853,2019-05-30,良,60,258,19,53,3,22,0.36,94,多云/晴,15℃/30℃,东北风3-4级/东北风3-4级
1854,2019-05-31,优,37,67,9,29,2,21,0.25,69,晴/多云,19℃/31℃,南风3-4级/南风3-4级
1855,2019-06-01,良,72,260,28,72,4,38,0.47,96,雷阵雨/多云,18℃/29℃,西风1-2级/西风1-2级
1856,2019-06-02,良,94,311,45,81,3,35,0.66,128,雷阵雨/小雨,20℃/32℃,南风1-2级/南风1-2级
1857,2019-06-03,良,75,265,26,52,2,24,0.51,127,多云/多云,19℃/34℃,南风1-2级/南风1-2级
1858,2019-06-04,良,87,289,59,72,7,24,1.23,119,雷阵雨/多云,19℃/27℃,东南风1-2级/东南风1-2级
1859,2019-06-05,良,73,282,45,61,2,30,0.89,89,多云/多云,19℃/31℃,西南风3-4级/西南风3-4级
1860,2019-06-06,良,74,338,51,49,1,38,0.86,69,小雨/多云,18℃/26℃,东风1-2级/东风1-2级
1861,2019-06-07,良,88,338,58,41,1,19,0.69,119,多云/雷阵雨,21℃/31℃,南风3-4级/南风3-4级
1862,2019-06-08,良,70,276,34,50,1,20,0.45,94,雷阵雨/晴,20℃/33℃,西南风3-4级/西南风3-4级
1863,2019-06-09,优,40,122,5,18,2,15,0.27,78,晴/晴,18℃/31℃,东北风4-5级/东北风4-5级
1864,2019-06-10,良,68,259,26,53,2,26,0.52,98,晴/晴,18℃/33℃,东南风3-4级/东南风3-4级
1865,2019-06-11,良,79,334,49,64,2,25,0.96,92,晴/多云,20℃/32℃,南风3-4级/南风3-4级
1866,2019-06-14,优,47,225,14,42,2,26,0.39,130,晴/晴,20℃/35℃,东北风3-4级/东北风3-4级
1867,2019-06-15,良,59,263,21,52,5,26,0.7,108,多云/雷阵雨,19℃/32℃,东南风3-4级/东南风3-4级
1868,2019-06-17,良,73,329,49,49,2,30,0.87,75,多云/多云,20℃/29℃,南风1-2级/南风1-2级
1869,2019-06-18,轻度污染,104,360,61,64,2,29,0.81,147,雷阵雨/雷阵雨,22℃/33℃,南风1-2级/南风1-2级
1870,2019-06-19,轻度污染,105,364,73,90,6,20,1.21,166,多云/晴,22℃/31℃,南风1-2级/南风1-2级
1871,2019-06-20,轻度污染,102,363,61,79,3,30,0.82,133,多云/晴,23℃/35℃,南风1-2级/南风1-2级
1872,2019-06-25,轻度污染,118,360,46,99,6,29,0.8,169,多云/多云,25℃/36℃,南风3-4级/南风3-4级
1873,2019-06-26,轻度污染,107,348,42,83,5,24,0.83,156,多云/多云,23℃/35℃,南风3-4级/南风3-4级
1874,2019-06-27,轻度污染,105,348,47,76,4,26,0.81,142,多云/雷阵雨,23℃/33℃,北风1-2级/北风1-2级
1875,2019-06-28,良,72,317,25,41,2,16,0.6,129,多云/多云,22℃/32℃,南风1-2级/南风1-2级
1876,2019-06-29,良,52,239,14,31,1,15,0.37,95,多云/晴,23℃/35℃,西北风4-5级/西北风4-5级
1877,2019-06-30,优,36,84,4,17,2,11,0.29,73,晴/晴,21℃/33℃,北风3-4级/北风3-4级
1878,2019-07-01,优,41,116,8,27,1,23,0.29,76,晴/多云,22℃/35℃,北风1-2级/北风1-2级
1879,2019-07-02,良,76,286,22,63,2,31,0.59,109,雷阵雨/晴,23℃/35℃,南风1-2级/南风1-2级
1880,2019-07-03,良,69,260,21,37,2,25,0.51,120,晴/晴,24℃/36℃,南风1-2级/南风1-2级
1881,2019-07-04,轻度污染,107,339,29,71,3,38,0.55,145,晴/多云,25℃/38℃,南风3-4级/南风3-4级
1882,2019-07-05,良,62,228,27,50,1,31,0.57,93,中雨/雷阵雨,22℃/30℃,北风1-2级/北风1-2级
1883,2019-07-06,优,24,26,7,14,2,14,0.31,46,雷阵雨/中雨,21℃/27℃,东北风3-4级/东北风3-4级
1884,2019-07-07,优,35,90,11,21,2,15,0.4,75,小雨/多云,20℃/28℃,北风1-2级/北风1-2级
1885,2019-07-12,良,62,316,24,45,2,26,0.53,129,多云/多云,22℃/34℃,南风1-2级/南风1-2级
1886,2019-07-13,良,89,354,57,78,3,27,0.89,153,雷阵雨/多云,23℃/34℃,东北风1-2级/东北风1-2级
1887,2019-07-14,优,46,218,15,28,2,17,0.48,122,雷阵雨/多云,23℃/33℃,东北风1-2级/东北风1-2级
1888,2019-07-15,良,91,360,53,69,2,26,0.83,146,晴/多云,24℃/35℃,东南风1-2级/东南风1-2级
1889,2019-07-16,良,61,297,37,51,3,27,0.8,102,雷阵雨/雷阵雨,24℃/32℃,东南风1-2级/东南风1-2级
1890,2019-07-17,良,60,319,43,36,2,25,0.68,50,雷阵雨/多云,23℃/29℃,北风1-2级/北风1-2级
1891,2019-07-18,良,90,359,65,63,2,25,0.93,107,多云/多云,24℃/31℃,东北风1-2级/东北风1-2级
1892,2019-07-19,良,79,345,57,62,2,30,0.87,71,阴/雷阵雨,25℃/32℃,东南风1-2级/东南风1-2级
1893,2019-07-20,良,78,356,57,58,2,31,0.75,51,小雨/多云,24℃/31℃,北风1-2级/北风1-2级
1894,2019-07-21,轻度污染,101,362,65,68,2,26,0.8,114,晴/多云,27℃/36℃,西南风1-2级/西南风1-2级
1895,2019-07-22,轻度污染,105,364,78,99,2,45,1.1,73,雷阵雨/中雨,25℃/35℃,东风1-2级/东风1-2级
1896,2019-07-23,良,51,294,25,26,2,16,0.62,116,晴/晴,25℃/35℃,西南风1-2级/西南风1-2级
1897,2019-07-24,良,60,314,33,56,2,28,0.71,108,多云/雷阵雨,27℃/36℃,南风1-2级/南风1-2级
1898,2019-07-25,良,53,293,23,52,2,35,0.57,81,晴/晴,26℃/36℃,南风1-2级/南风1-2级
1899,2019-07-26,良,72,332,36,65,2,23,0.68,148,晴/晴,26℃/36℃,西南风1-2级/西南风1-2级
1900,2019-09-01,良,54,297,19,51,2,31,0.43,96,多云/晴,19℃/33℃,西南风1-2级/西南风1-2级
1901,2019-09-02,良,66,341,24,58,2,34,0.51,113,晴/晴,19℃/34℃,西南风1-2级/西南风1-2级
1902,2019-09-03,良,86,360,47,83,2,39,0.67,142,晴/晴,20℃/33℃,南风1-2级/南风1-2级
1903,2019-09-04,良,87,362,53,80,3,39,0.76,120,晴/晴,19℃/32℃,南风1-2级/南风1-2级
1904,2019-09-05,良,81,355,44,71,2,33,0.65,129,晴/晴,20℃/33℃,西南风1-2级/西南风1-2级
1905,2019-09-06,良,87,347,47,82,2,39,0.7,142,晴/晴,20℃/33℃,东南风1-2级/东南风1-2级
1906,2019-09-07,良,87,340,45,74,2,36,0.68,140,晴/晴,21℃/34℃,西南风1-2级/西南风1-2级
1907,2019-09-08,良,70,240,33,71,2,35,0.62,121,晴/多云,22℃/35℃,东南风1-2级/东南风1-2级
1908,2019-09-09,良,93,354,66,95,6,31,1.36,132,小雨/小雨,21℃/32℃,东北风3-4级/东北风3-4级
1909,2019-09-10,优,19,33,9,11,2,19,0.47,54,小雨/阴,18℃/24℃,北风1-2级/北风1-2级
1910,2019-09-11,优,27,99,15,26,4,32,0.75,26,多云/多云,18℃/25℃,北风1-2级/北风1-2级
1911,2019-09-12,优,30,104,18,29,2,24,0.54,52,阴/中雨,19℃/25℃,南风1-2级/南风1-2级
1912,2019-09-13,优,39,192,22,23,2,21,0.51,46,多云/多云,18℃/27℃,西北风3-4级/西北风3-4级
1913,2019-09-14,优,28,104,11,25,2,27,0.38,53,晴/多云,17℃/29℃,南风1-2级/南风1-2级
1914,2019-09-15,优,49,278,26,52,2,37,0.54,64,晴/晴,17℃/28℃,西南风1-2级/西南风1-2级
1915,2019-09-16,优,43,201,17,43,3,28,0.53,66,晴/多云,16℃/27℃,南风1-2级/南风1-2级
1916,2019-09-17,良,54,262,29,60,2,31,0.65,72,多云/晴,15℃/28℃,西南风1-2级/西南风1-2级
1917,2019-09-18,优,27,69,5,23,2,19,0.27,59,晴/多云,14℃/25℃,西南风1-2级/西南风1-2级
1918,2019-09-19,良,54,268,22,59,2,42,0.55,45,多云/阴,16℃/25℃,西南风3-4级/西南风3-4级
1919,2019-09-20,良,60,285,36,69,2,40,0.68,64,多云/多云,16℃/27℃,东风1-2级/东风1-2级
1920,2019-09-21,良,85,352,57,78,5,37,1.09,102,多云/多云,16℃/27℃,东北风1-2级/东北风1-2级
1921,2019-09-22,轻度污染,108,365,78,73,4,29,1.27,117,晴/晴,16℃/27℃,东南风1-2级/东南风1-2级
1922,2019-09-23,良,52,179,30,40,2,35,0.65,72,晴/晴,17℃/30℃,西南风1-2级/西南风1-2级
1923,2019-09-24,优,37,54,11,34,2,29,0.4,67,晴/晴,15℃/31℃,南风1-2级/南风1-2级
1924,2019-09-25,良,55,148,22,52,2,36,0.62,89,晴/晴,15℃/31℃,南风1-2级/南风1-2级
1925,2019-09-26,良,64,223,33,56,2,35,0.67,113,晴/晴,15℃/30℃,东南风1-2级/东南风1-2级
1926,2019-09-27,良,77,308,52,56,2,28,0.86,100,晴/晴,16℃/29℃,南风1-2级/南风1-2级
1927,2019-09-28,良,83,292,56,66,2,31,0.82,110,晴/晴,17℃/30℃,西南风1-2级/西南风1-2级
1928,2019-09-29,良,86,298,57,72,2,31,0.82,117,晴/晴,18℃/29℃,南风1-2级/南风1-2级
1929,2019-09-30,良,97,350,71,96,3,33,0.93,96,多云/晴,19℃/30℃,南风1-2级/南风1-2级
1930,2019-10-01,良,73,282,51,80,3,23,0.76,94,多云/晴,18℃/30℃,南风3-4级/南风3-4级
1931,2019-10-02,良,71,286,50,56,2,23,0.87,110,晴/晴,17℃/29℃,南风1-2级/南风1-2级
1932,2019-10-03,良,85,330,56,75,2,23,0.78,128,多云/小雨,13℃/29℃,东南风3-4级/东南风3-4级
1933,2019-10-04,优,24,53,13,16,2,11,0.39,42,小雨/晴,8℃/15℃,东北风3-4级/东北风3-4级
1934,2019-10-05,优,16,11,6,6,2,17,0.28,43,晴/多云,8℃/19℃,北风1-2级/北风1-2级
1935,2019-10-06,优,33,144,21,29,1,36,0.39,22,多云/晴,9℃/19℃,西南风1-2级/西南风1-2级
1936,2019-10-07,良,55,278,39,27,2,35,0.56,31,晴/晴,10℃/24℃,西南风3-4级/西南风3-4级
1937,2019-10-08,优,23,38,6,21,2,21,0.27,43,晴/晴,9℃/20℃,西南风1-2级/西南风1-2级
1938,2019-10-09,良,52,211,32,56,3,44,0.57,35,晴/多云,12℃/22℃,南风1-2级/南风1-2级
1939,2019-10-10,良,65,297,46,44,2,30,0.54,33,多云/多云,12℃/21℃,东风1-2级/东风1-2级
1940,2019-10-11,良,69,290,43,56,4,44,0.74,15,多云/多云,13℃/18℃,东风1-2级/东风1-2级
1941,2019-10-12,良,60,257,27,70,14,56,1.33,7,阴/小雨,9℃/18℃,东风1-2级/东风1-2级
1942,2019-10-13,优,48,186,23,53,4,45,0.98,8,小雨/多云,5℃/13℃,北风1-2级/北风1-2级
1943,2019-10-14,优,22,25,8,19,2,25,0.29,30,晴/晴,3℃/15℃,北风3-4级/北风3-4级
1944,2019-10-15,优,31,84,15,31,2,38,0.42,21,晴/多云,6℃/17℃,西南风1-2级/西南风1-2级
1945,2019-10-16,优,43,177,26,43,2,45,0.5,15,阴/小雨,9℃/15℃,西南风1-2级/西南风1-2级
1946,2019-10-17,良,74,298,53,53,2,51,0.8,2,小雨/多云,7℃/14℃,北风1-2级/北风1-2级
1947,2019-10-18,良,79,291,58,44,1,42,0.8,23,晴/晴,7℃/18℃,西南风1-2级/西南风1-2级
1948,2019-10-19,中度污染,160,358,121,84,2,57,1.21,16,多云/多云,10℃/20℃,南风1-2级/南风1-2级
1949,2019-10-20,轻度污染,140,347,84,123,2,42,0.78,25,晴/晴,7℃/22℃,北风3-4级/北风3-4级
1950,2019-10-21,优,47,94,16,52,2,43,0.52,21,晴/晴,6℃/20℃,北风1-2级/北风1-2级
1951,2019-10-22,良,73,228,42,96,2,59,0.86,20,晴/晴,7℃/20℃,北风1-2级/北风1-2级
1952,2019-10-23,轻度污染,103,314,77,120,3,67,1.07,39,多云/多云,10℃/21℃,西南风1-2级/西南风1-2级
1953,2019-10-24,良,95,308,70,82,2,55,0.98,20,小雨/多云,7℃/16℃,北风3-4级/北风3-4级
1954,2019-10-25,优,21,48,7,18,2,22,0.3,38,晴/晴,1℃/14℃,北风3-4级/北风3-4级
1955,2019-10-26,优,45,172,28,51,3,46,0.57,16,晴/晴,3℃/16℃,西南风1-2级/西南风1-2级
1956,2019-10-27,良,71,267,52,78,3,57,0.78,15,晴/晴,5℃/18℃,南风1-2级/南风1-2级
1957,2019-10-28,轻度污染,131,303,28,172,2,21,0.33,44,晴/晴,2℃/15℃,西北风4-5级/西北风4-5级
1958,2019-10-29,良,63,195,30,81,3,52,0.6,19,晴/晴,2℃/16℃,西南风1-2级/西南风1-2级
1959,2019-10-30,良,82,199,53,114,3,73,0.83,11,晴/晴,6℃/20℃,西南风1-2级/西南风1-2级
1960,2019-10-31,良,66,133,37,85,3,59,0.95,25,晴/晴,5℃/23℃,北风1-2级/北风1-2级
1961,2019-10-31,良,66,133,37,85,3,59,0.95,25,晴/晴,5℃/23℃,北风1-2级/北风1-2级
1962,2019-11-01,良,60,149,26,69,5,52,0.81,18,多云/小雨,8℃/17℃,东北风1-2级/东北风1-2级
1963,2019-11-02,良,51,117,27,50,2,51,0.68,6,小雨/小雨,8℃/14℃,北风1-2级/北风1-2级
1964,2019-11-03,良,53,146,32,46,3,33,0.59,18,多云/多云,4℃/14℃,东北风1-2级/东北风1-2级
1965,2019-11-04,良,70,244,49,59,2,46,0.85,13,晴/晴,5℃/16℃,西南风1-2级/西南风1-2级
1966,2019-11-05,良,67,198,44,59,3,43,0.79,20,晴/多云,6℃/17℃,南风1-2级/南风1-2级
1967,2019-11-06,良,68,204,44,70,2,58,0.7,10,多云/晴,5℃/16℃,东北风1-2级/东北风1-2级
1968,2019-11-07,优,47,120,25,50,2,38,0.52,25,晴/晴,1℃/12℃,东风1-2级/东风1-2级
1969,2019-11-08,良,61,187,37,72,3,56,0.8,10,晴/多云,2℃/15℃,西南风1-2级/西南风1-2级
1970,2019-11-09,轻度污染,111,287,80,93,2,65,1.0,8,多云/中雨,7℃/14℃,东南风1-2级/东南风1-2级
1971,2019-11-10,良,80,230,36,86,2,25,0.43,44,多云/晴,5℃/17℃,西北风4-5级/西北风4-5级
1972,2019-11-11,优,48,83,16,51,2,41,0.48,25,晴/晴,5℃/17℃,南风1-2级/南风1-2级
1973,2019-11-12,良,76,231,51,93,5,74,0.92,7,多云/多云,5℃/19℃,西风1-2级/西风1-2级
1974,2019-11-13,优,50,146,9,59,2,13,0.23,51,晴/晴,-3℃/8℃,西北风4-5级/西北风4-5级
1975,2019-11-14,良,52,154,25,58,5,50,0.63,12,晴/晴,-2℃/10℃,北风1-2级/北风1-2级
1976,2019-11-15,良,64,176,35,78,6,52,0.92,9,晴/晴,1℃/9℃,东南风1-2级/东南风1-2级
1977,2019-11-16,良,67,166,47,80,8,52,1.29,6,阴/小雨,4℃/9℃,东北风1-2级/东北风1-2级
1978,2019-11-17,轻度污染,137,324,55,185,5,37,0.93,22,多云/晴,-4℃/11℃,西北风5-6级/西北风5-6级
1979,2019-11-18,良,76,235,19,103,2,17,0.3,40,晴/晴,-5℃/4℃,西北风3-4级/西北风3-4级
1980,2019-11-19,良,53,140,19,61,2,31,0.37,32,晴/晴,-4℃/6℃,西南风1-2级/西南风1-2级
1981,2019-11-20,良,87,286,59,121,7,68,0.93,7,晴/晴,-3℃/8℃,北风1-2级/北风1-2级
1982,2019-11-21,轻度污染,118,339,89,157,8,77,1.59,3,多云/多云,-1℃/8℃,南风1-2级/南风1-2级
1983,2019-11-22,中度污染,179,354,136,179,9,93,2.41,3,霾/多云,2℃/10℃,东南风1-2级/东南风1-2级
1984,2019-11-23,中度污染,183,341,138,143,6,72,1.65,16,阴/多云,5℃/12℃,北风1-2级/北风1-2级
1985,2019-11-24,优,31,62,7,31,2,11,0.23,51,晴/晴,-5℃/5℃,北风4-5级/北风4-5级
1986,2019-11-25,优,28,82,12,28,3,31,0.37,20,晴/晴,-5℃/3℃,西南风1-2级/西南风1-2级
1987,2019-11-26,良,62,252,38,74,5,58,0.78,6,多云/多云,-4℃/4℃,北风1-2级/北风1-2级
1988,2019-11-27,优,25,39,7,21,2,24,0.29,39,晴/晴,-6℃/4℃,东北风1-2级/东北风1-2级
1989,2019-11-28,良,58,246,34,63,9,56,0.91,9,晴/多云,-5℃/3℃,西南风1-2级/西南风1-2级
1990,2019-11-29,良,79,290,57,77,7,64,1.04,3,小雪/小雪,-4℃/2℃,南风1-2级/南风1-2级
1991,2019-11-30,良,82,292,58,26,2,38,0.74,27,多云/晴,-5℃/5℃,西北风3-4级/西北风3-4级
1992,2020-01-01,良,52,97,33,54,6,48,0.79,9,晴/晴,-9℃/1℃,南风1-2级/南风1-2级
1993,2020-01-02,良,69,132,49,78,7,62,1.19,8,多云/多云,-8℃/3℃,西南风1-2级/西南风1-2级
1994,2020-01-03,良,69,128,49,71,7,63,1.19,13,晴/晴,-5℃/6℃,西南风1-2级/西南风1-2级
1995,2020-01-04,良,60,100,42,66,7,58,1.07,19,晴/晴,-5℃/8℃,东北风1-2级/东北风1-2级
1996,2020-01-05,良,86,186,63,79,7,65,1.39,5,小雪/小雪,-4℃/3℃,东北风1-2级/东北风1-2级
1997,2020-01-06,良,78,238,57,32,2,48,0.99,15,多云/多云,-2℃/3℃,西北风1-2级/西北风1-2级
1998,2020-01-07,优,21,9,12,18,3,21,0.39,54,多云/晴,-4℃/2℃,北风3-4级/北风3-4级
1999,2020-01-08,优,27,17,15,23,3,29,0.43,45,晴/晴,-7℃/5℃,北风1-2级/北风1-2级
2000,2020-01-09,优,47,98,33,37,5,49,0.73,22,晴/晴,-6℃/5℃,西南风1-2级/西南风1-2级
2001,2020-01-10,优,41,99,28,35,5,36,0.64,38,晴/多云,-4℃/6℃,北风1-2级/北风1-2级
2002,2020-01-11,优,20,20,10,19,3,23,0.36,45,阴/阴,-7℃/1℃,东北风1-2级/东北风1-2级
2003,2020-01-12,优,28,41,18,26,6,34,0.48,31,晴/晴,-6℃/3℃,东北风1-2级/东北风1-2级
2004,2020-01-13,优,21,7,10,20,4,17,0.37,52,晴/晴,-7℃/2℃,北风3-4级/北风3-4级
2005,2020-01-14,优,25,16,16,24,3,30,0.41,40,晴/晴,-9℃/1℃,东北风1-2级/东北风1-2级
2006,2020-01-15,良,64,141,46,55,6,56,0.88,12,多云/多云,-7℃/3℃,西南风1-2级/西南风1-2级
2007,2020-01-16,良,59,171,43,49,6,48,0.93,28,多云/多云,-7℃/2℃,东北风1-2级/东北风1-2级
2008,2020-01-17,良,91,216,67,75,11,65,1.43,12,多云/晴,-7℃/3℃,西南风1-2级/西南风1-2级
2009,2020-01-18,重度污染,207,328,162,158,4,65,2.1,11,多云/晴,-4℃/3℃,西南风1-2级/西南风1-2级
2010,2020-01-19,良,59,124,29,69,2,24,0.53,54,晴/晴,-4℃/6℃,西南风1-2级/西南风1-2级
2011,2020-01-20,优,27,21,8,26,2,16,0.32,51,晴/晴,-7℃/5℃,北风1-2级/北风1-2级
2012,2020-01-21,良,59,123,42,55,6,42,0.84,23,晴/晴,-6℃/5℃,南风1-2级/南风1-2级
2013,2020-01-22,良,81,199,60,64,7,47,1.0,21,晴/晴,-5℃/6℃,西南风1-2级/西南风1-2级
2014,2020-01-23,良,74,190,54,61,5,37,0.94,39,晴/晴,-6℃/8℃,北风3-4级/北风3-4级
2015,2020-01-24,轻度污染,101,278,75,76,6,21,0.73,54,晴/晴,-6℃/3℃,南风1-2级/南风1-2级
2016,2020-01-25,中度污染,186,316,142,158,9,32,0.96,43,晴/多云,-5℃/5℃,西南风1-2级/西南风1-2级
2017,2020-01-26,中度污染,193,334,150,146,10,38,1.62,48,阴/阴,-5℃/5℃,南风1-2级/南风1-2级
2018,2020-01-27,重度污染,209,354,160,138,10,37,1.83,55,阴/阴,-4℃/4℃,西南风1-2级/西南风1-2级
2019,2020-01-28,重度污染,218,349,169,145,13,39,2.06,66,霾/阴,-4℃/5℃,东北风1-2级/东北风1-2级
2020,2020-01-29,轻度污染,101,285,76,55,7,27,1.13,57,霾/霾,-6℃/7℃,西北风1-2级/西北风1-2级
2021,2020-01-30,良,64,189,46,47,5,27,0.8,52,晴/晴,-6℃/6℃,西南风1-2级/西南风1-2级
2022,2020-01-31,良,64,156,44,47,4,27,0.79,51,晴/晴,-5℃/7℃,北风1-2级/北风1-2级
2023,2020-02-01,优,22,9,8,13,2,9,0.25,65,多云/小雪,-3℃/5℃,东北风1-2级/东北风1-2级
2024,2020-02-02,优,49,144,32,34,2,11,0.43,54,小雪/晴,-7℃/3℃,西北风3-4级/西北风3-4级
2025,2020-02-03,优,31,60,16,26,2,13,0.34,56,晴/晴,-6℃/3℃,西南风3-4级/西南风3-4级
2026,2020-02-04,优,24,39,11,18,2,12,0.29,54,晴/多云,-8℃/1℃,东北风1-2级/东北风1-2级
2027,2020-02-05,优,36,135,25,32,3,18,0.61,40,小雪/小雪,-6℃/-2℃,东风1-2级/东风1-2级
2028,2020-02-06,良,58,261,41,36,3,23,0.98,33,小雪/多云,-8℃/-1℃,南风1-2级/南风1-2级
2029,2020-02-07,良,95,314,71,51,3,34,1.1,29,多云/晴,-7℃/3℃,西南风1-2级/西南风1-2级
2030,2020-02-08,良,80,262,59,48,3,30,0.85,43,晴/晴,-7℃/6℃,东北风1-2级/东北风1-2级
2031,2020-02-09,中度污染,157,342,119,107,4,42,1.35,34,晴/晴,-5℃/10℃,西南风1-2级/西南风1-2级
2032,2020-02-10,中度污染,164,347,124,103,3,50,1.42,39,晴/晴,-5℃/10℃,南风1-2级/南风1-2级
2033,2020-02-11,重度污染,229,365,180,141,8,55,2.33,51,晴/雾,-3℃/11℃,南风1-2级/南风1-2级
2034,2020-02-12,严重污染,255,366,205,144,4,48,2.32,64,霾/雾,-2℃/11℃,南风1-2级/南风1-2级
2035,2020-02-13,重度污染,250,365,200,143,3,47,2.18,33,霾/雨夹雪,-1℃/9℃,东北风1-2级/东北风1-2级
2036,2020-02-14,良,77,281,56,36,2,18,0.91,43,中雪/小雪,-6℃/-1℃,东北风3-4级/东北风3-4级
2037,2020-02-15,优,20,61,6,10,2,4,0.21,64,晴/多云,-7℃/0℃,北风3-4级/北风3-4级
